Codi,Nom,CodiProvíncia
130343,CiudadReal,13
130356,CorraldeCalatrava,13
130369,Cortijos,Los,13
130375,Cózar,13
130381,Chillón,13
130394,Daimiel,13
130408,FernánCaballero,13
130415,Fontanarejo,13
130420,Fuencaliente,13
130436,Fuenllana,13
130441,FuenteelFresno,13
130454,GranátuladeCalatrava,13
130467,Guadalmez,13
130473,Herencia,13
130489,HinojosasdeCalatrava,13
130492,HorcajodelosMontes,13
130505,Labores,Las,13
130512,Luciana,13
130527,Malagón,13
130533,Manzanares,13
130548,Membrilla,13
130551,Mestanza,13
130564,Miguelturra,13
130570,Montiel,13
130586,MoraldeCalatrava,13
130599,Navalpino,13
130603,NavasdeEstena,13
130610,PedroMuñoz,13
130625,Picón,13
130631,Piedrabuena,13
130646,Poblete,13
130659,Porzuna,13
130662,PozuelodeCalatrava,13
130678,PozuelosdeCalatrava,Los,13
130684,PuebladeDonRodrigo,13
130697,PuebladelPríncipe,13
130701,PuertoLápice,13
130718,Puertollano,13
130723,RetuertadelBullaque,13
130739,Saceruela,13
130744,SanCarlosdelValle,13
130757,SanLorenzodeCalatrava,13
130760,SantaCruzdelosCáñamos,13
130776,SantaCruzdeMudela,13
130782,Socuéllamos,13
130795,Solana,La,13
130809,SolanadelPino,13
130816,Terrinches,13
130821,Tomelloso,13
130837,TorralbadeCalatrava,13
130842,TorredeJuanAbad,13
130855,Torrenueva,13
130868,ValdemancodelEsteras,13
130874,Valdepeñas,13
130880,ValenzueladeCalatrava,13
130893,Villahermosa,13
130907,Villamanrique,13
130914,VillamayordeCalatrava,13
130929,VillanuevadelaFuente,13
130935,VillanuevadelosInfantes,13
130940,VillanuevadeSanCarlos,13
130953,VillardelPozo,13
130966,VillarrubiadelosOjos,13
130972,VillartadeSanJuan,13
130988,VisodelMarqués,13
139014,Robledo,El,13
139029,Ruidera,13
139035,ArenalesdeSanGregorio,13
139040,LlanosdelCaudillo,13
140018,Adamuz,14
140023,AguilardelaFrontera,14
140039,Alcaracejos,14
140044,Almedinilla,14
140057,AlmodóvardelRío,14
140060,Añora,14
140076,Baena,14
140082,Belalcázar,14
140095,Belmez,14
140109,Benamejí,14
140116,Blázquez,Los,14
140121,Bujalance,14
140137,Cabra,14
140142,CañetedelasTorres,14
140155,Carcabuey,14
140168,Cardeña,14
140174,Carlota,La,14
140180,Carpio,El,14
140193,CastrodelRío,14
140207,Conquista,14
140214,Córdoba,14
140229,DoñaMencía,14
140235,DosTorres,14
140240,EncinasReales,14
140253,Espejo,14
140266,Espiel,14
140272,Fernán-Núñez,14
140288,FuentelaLancha,14
140291,FuenteObejuna,14
140305,FuentePalmera,14
140312,Fuente-Tójar,14
140327,Granjuela,La,14
140333,Guadalcázar,14
140348,Guijo,El,14
140351,HinojosadelDuque,14
140364,Hornachuelos,14
140370,Iznájar,14
140386,Lucena,14
140399,Luque,14
140403,MontalbándeCórdoba,14
140410,Montemayor,14
140425,Montilla,14
140431,Montoro,14
140446,Monturque,14
140459,Moriles,14
140462,NuevaCarteya,14
140478,Obejo,14
140484,Palenciana,14
140497,PalmadelRío,14
140500,PedroAbad,14
140517,Pedroche,14
140522,Peñarroya-Pueblonuevo,14
140538,Posadas,14
140543,Pozoblanco,14
140556,PriegodeCórdoba,14
140569,PuenteGenil,14
140575,Rambla,La,14
140581,Rute,14
140594,SanSebastiándelosBallesteros,14
140608,Santaella,14
140615,SantaEufemia,14
140620,Torrecampo,14
140636,Valenzuela,14
140641,Valsequillo,14
140654,Victoria,La,14
140667,VilladelRío,14
140673,VillafrancadeCórdoba,14
140689,Villaharta,14
140692,VillanuevadeCórdoba,14
140706,VillanuevadelDuque,14
140713,VillanuevadelRey,14
140728,Villaralto,14
140734,VillaviciosadeCórdoba,14
140749,Viso,El,14
140752,Zuheros,14
149019,FuenteCarreteros,14
149024,Guijarrosa,La,14
150011,Abegondo,15
150026,Ames,15
150032,Aranga,15
150047,Ares,15
150050,Arteixo,15
150063,Arzúa,15
150079,Baña,A,15
150085,Bergondo,15
150098,Betanzos,15
150102,Boimorto,15
150119,Boiro,15
150124,Boqueixón,15
150130,Brión,15
150145,CabanadeBergantiños,15
150158,Cabanas,15
150161,Camariñas,15
150177,Cambre,15
150183,Capela,A,15
150196,Carballo,15
150200,Carnota,15
150217,Carral,15
150222,Cedeira,15
150238,Cee,15
150243,Cerceda,15
150256,Cerdido,15
150275,Coirós,15
150281,Corcubión,15
150294,Coristanco,15
150308,Coruña,A,15
150315,Culleredo,15
150320,Curtis,15
150336,Dodro,15
150341,Dumbría,15
150354,Fene,15
150367,Ferrol,15
150373,Fisterra,15
150389,Frades,15
150392,Irixoa,15
150406,Laxe,15
150413,Laracha,A,15
150428,Lousame,15
150434,MalpicadeBergantiños,15
150449,Mañón,15
150452,Mazaricos,15
150465,Melide,15
150471,Mesía,15
150487,Miño,15
150490,Moeche,15
150503,Monfero,15
150510,Mugardos,15
150525,Muxía,15
150531,Muros,15
150546,Narón,15
150559,Neda,15
150562,Negreira,15
150578,Noia,15
150584,Oleiros,15
150597,Ordes,15
150601,Oroso,15
150618,Ortigueira,15
150623,Outes,15
150644,Paderne,15
150657,Padrón,15
150660,Pino,O,15
150676,PobradoCaramiñal,A,15
150682,Ponteceso,15
150695,Pontedeume,15
150709,PontesdeGarcíaRodríguez,As,15
150716,PortodoSon,15
150721,Rianxo,15
150737,Ribeira,15
150742,Rois,15
150755,Sada,15
150768,SanSadurniño,15
150774,SantaComba,15
150780,SantiagodeCompostela,15
150793,Santiso,15
150807,Sobrado,15
150814,Somozas,As,15
150829,Teo,15
150835,Toques,15
150840,Tordoia,15
150853,Touro,15
150866,Trazo,15
150872,Valdoviño,15
150888,ValdoDubra,15
150891,Vedra,15
150905,Vilasantar,15
150912,Vilarmaior,15
150927,Vimianzo,15
150933,Zas,15
159012,Cariño,15
159027,Oza-Cesuras,15
160014,AbiadelaObispalía,16
160029,Acebrón,El,16
160035,Alarcón,16
160040,AlbaladejodelCuende,16
160053,AlbalatedelasNogueras,16
160066,Albendea,16
160072,AlbercadeZáncara,La,16
160088,AlcaládelaVega,16
160091,Alcantud,16
160105,AlcázardelRey,16
160112,Alcohujate,16
160127,AlconcheldelaEstrella,16
160133,Algarra,16
160148,Aliaguilla,16
160151,Almarcha,La,16
160164,Almendros,16
160170,AlmodóvardelPinar,16
160186,AlmonaciddelMarquesado,16
160199,Altarejos,16
160203,ArandilladelArroyo,16
160225,ArcosdelaSierra,16
160231,ChillaróndeCuenca,16
160246,Arguisuelas,16
160259,Arrancacepas,16
160262,AtalayadelCañavate,16
160278,BarajasdeMelo,16
160297,BarchíndelHoyo,16
160301,BascuñanadeSanPedro,16
160318,Beamud,16
160323,Belinchón,16
160339,Belmonte,16
160344,Belmontejo,16
160357,Beteta,16
160360,Boniches,16
160382,Buciegas,16
160395,BuenachedeAlarcón,16
160409,BuenachedelaSierra,16
160416,Buendía,16
160421,CampillodeAltobuey,16
160437,Campillos-Paravientos,16
160442,Campillos-Sierra,16
160455,CanalejasdelArroyo,16
160468,CañadadelHoyo,16
160474,CañadaJuncosa,16
160480,Cañamares,16
160493,Cañavate,El,16
160506,Cañaveras,16
160513,Cañaveruelas,16
160528,Cañete,16
160534,Cañizares,16
160552,CarbonerasdeGuadazaón,16
160565,Cardenete,16
160571,Carrascosa,16
160587,CarrascosadeHaro,16
160604,CasasdeBenítez,16
160611,CasasdeFernandoAlonso,16
160626,CasasdeGarcimolina,16
160632,CasasdeGuijarro,16
160647,CasasdeHaro,16
160650,CasasdelosPinos,16
160663,Casasimarro,16
160679,Castejón,16
160685,CastillejodeIniesta,16
160702,Castillejo-Sierra,16
160719,Castillo-Albaráñez,16
160724,CastillodeGarcimuñoz,16
160730,CerveradelLlano,16
160745,Cierva,La,16
160783,Cuenca,16
160796,CuevadelHierro,16
160817,Chumillas,16
160822,Enguídanos,16
160838,FresnedadeAltarejos,16
160843,FresnedadelaSierra,16
160856,Frontera,La,16
160869,FuentedePedroNaharro,16
160875,FuentelespinodeHaro,16
160881,FuentelespinodeMoya,16
160894,Fuentes,16
160915,Fuertescusa,16
160920,Gabaldón,16
160936,Garaballa,16
160941,Gascueña,16
160954,GrajadeCampalbo,16
160967,GrajadeIniesta,16
160973,Henarejos,16
160989,Herrumblar,El,16
160992,Hinojosa,La,16
161006,Hinojosos,Los,16
161013,Hito,El,16
161028,Honrubia,16
161034,Hontanaya,16
161049,Hontecillas,16
161065,HorcajodeSantiago,16
161071,Huélamo,16
161087,Huelves,16
161090,Huérguina,16
161104,HuertadelaObispalía,16
161111,HuertadelMarquesado,16
161126,Huete,16
161132,Iniesta,16
161150,LagunadelMarquesado,16
161163,Lagunaseca,16
161179,Landete,16
161185,Ledaña,16
161198,Leganiel,16
161219,Majadas,Las,16
161224,Mariana,16
161230,Masegosa,16
161245,Mesas,Las,16
161258,Minglanilla,16
161261,Mira,16
161283,MonrealdelLlano,16
161296,Montalbanejo,16
161300,Montalbo,16
161317,MonteagudodelasSalinas,16
161322,MotadeAltarejos,16
161338,MotadelCuervo,16
161343,MotilladelPalancar,16
161356,Moya,16
161375,Narboneta,16
161394,OlivaresdeJúcar,16
161408,OlmedadelaCuesta,16
161415,OlmedadelRey,16
161420,OlmedilladeAlarcón,16
161436,OlmedilladeEliz,16
161454,OsadelaVega,16
161467,Pajarón,16
161473,Pajaroncillo,16
161489,PalomaresdelCampo,16
161492,Palomera,16
161505,Paracuellos,16
161512,Paredes,16
161527,ParradelasVegas,La,16
161533,Pedernoso,El,16
161548,Pedroñeras,Las,16
161551,Peral,El,16
161564,Peraleja,La,16
161570,Pesquera,La,16
161586,Picazo,El,16
161599,Pinarejo,16
161603,PinedadeGigüela,16
161610,PiquerasdelCastillo,16
161625,PortalrubiodeGuadamejud,16
161631,Portilla,16
161659,Poyatos,16
161662,Pozoamargo,16
161678,PozorrubiodeSantiago,16
161697,Pozuelo,El,16
161701,Priego,16
161718,Provencio,El,16
161723,PuebladeAlmenara,16
161739,ValledeAltomira,El,16
161744,PuebladelSalvador,16
161757,QuintanardelRey,16
161760,RadadeHaro,16
161776,Reíllo,16
161816,RozaléndelMonte,16
161855,Saceda-Trasierra,16
161868,Saelices,16
161874,SalinasdelManzano,16
161880,Salmeroncillos,16
161893,Salvacañete,16
161907,SanClemente,16
161914,SanLorenzodelaParrilla,16
161929,SanMartíndeBoniches,16
161935,SanPedroPalmiches,16
161940,SantaCruzdeMoya,16
161953,SantaMaríadelCampoRus,16
161966,SantaMaríadelosLlanos,16
161972,SantaMaríadelVal,16
161988,Sisante,16
161991,SoleradeGabaldón,16
162027,Talayuelas,16
162033,Tarancón,16
162048,Tébar,16
162051,Tejadillos,16
162064,Tinajas,16
162099,Torralba,16
162110,TorrejoncillodelRey,16
162125,TorrubiadelCampo,16
162131,TorrubiadelCastillo,16
162159,Tragacete,16
162162,Tresjuncos,16
162178,Tribaldos,16
162184,Uclés,16
162197,Uña,16
162244,Valdemeca,16
162257,ValdemorillodelaSierra,16
162276,Valdemoro-Sierra,16
162282,Valdeolivas,16
162316,ValhermosodelaFuente,16
162342,Valsalobre,16
162368,ValverdedeJúcar,16
162374,Valverdejo,16
162380,VaradeRey,16
162393,VegadelCodorno,16
162407,Vellisca,16
162429,VillaconejosdeTrabaque,16
162435,VillaescusadeHaro,16
162440,VillagarcíadelLlano,16
162453,VillalbadelaSierra,16
162466,VillalbadelRey,16
162472,VillalgordodelMarquesado,16
162488,Villalpardo,16
162491,VillamayordeSantiago,16
162504,VillanuevadeGuadamejud,16
162511,VillanuevadelaJara,16
162532,VillardeCañas,16
162547,VillardeDomingoGarcía,16
162550,VillardelaEncina,16
162585,VillardelHumo,16
162598,VillardelInfantado,16
162630,VillardeOlalla,16
162645,VillarejodeFuentes,16
162658,VillarejodelaPeñuela,16
162661,Villarejo-Periesteban,16
162696,VillaresdelSaz,16
162700,Villarrubio,16
162717,Villarta,16
162722,VillasdelaVentosa,16
162738,VillaverdeyPasaconsol,16
162743,Víllora,16
162756,Vindel,16
162769,Yémeda,16
162775,ZafradeZáncara,16
162781,Zafrilla,16
162794,ZarzadeTajo,16
162808,Zarzuela,16
169015,CamposdelParaíso,16
169020,Valdetórtola,16
169036,Valeras,Las,16
169041,FuentenavadeJábaga,16
169054,Arcas,16
169067,Valdecolmenas,Los,16
169089,PozorrubielosdelaMancha,16
169092,Sotorribas,16
169106,VillaryVelasco,16
170010,Agullana,17
170025,Aiguaviva,17
170031,Albanyà,17
170046,Albons,17
170059,FardEmpordà,el,17
170062,Alp,17
170078,Amer,17
170084,Anglès,17
170097,Arbúcies,17
170101,Argelaguer,17
170118,Armentera,l,17
170123,AvinyonetdePuigventós,17
170139,Begur,17
170144,Vajol,la,17
170157,Banyoles,17
170160,Bàscara,17
170182,BellcairedEmpordà,17
170195,Besalú,17
170209,Bescanó,17
170216,Beuda,17
170221,BisbaldEmpordà,la,17
170237,Blanes,17
170242,Bolvir,17
170255,Bordils,17
170268,Borrassà,17
170274,Breda,17
170280,BrunyolaiSantMartíSapresa,17
170293,BoadellailesEscaules,17
170307,Cabanes,17
170314,Cabanelles,17
170329,Cadaqués,17
170335,CaldesdeMalavella,17
170340,CalongeiSantAntoni,17
170353,Camós,17
170366,Campdevànol,17
170372,Campelles,17
170388,Campllong,17
170391,Camprodon,17
170405,CanetdAdri,17
170412,Cantallops,17
170427,Capmany,17
170433,Queralbs,17
170448,CassàdelaSelva,17
170464,CastellfollitdelaRoca,17
170470,CastellódEmpúries,17
170486,CastelldAro,PlatjadAroisAgaró,17
170499,Celrà,17
170502,CerviàdeTer,17
170519,Cistella,17
170524,Siurana,17
170545,Colera,17
170558,Colomers,17
170561,CornellàdelTerri,17
170577,Corçà,17
170583,Crespià,17
170600,Darnius,17
170617,Das,17
170622,Escala,l,17
170638,Espinelves,17
170643,Espolla,17
170656,Esponellà,17
170669,Figueres,17
170675,Flaçà,17
170681,Foixà,17
170694,FontanalsdeCerdanya,17
170708,Fontanilles,17
170715,Fontcoberta,17
170736,FornellsdelaSelva,17
170741,Fortià,17
170754,Garrigàs,17
170767,Garrigoles,17
170773,Garriguella,17
170789,Ger,17
170792,Girona,17
170806,Gombrèn,17
170813,Gualta,17
170828,GuilsdeCerdanya,17
170834,Hostalric,17
170849,Isòvol,17
170852,Jafre,17
170865,Jonquera,la,17
170871,Juià,17
170887,Lladó,17
170890,Llagostera,17
170904,Llambilles,17
170911,Llanars,17
170926,Llançà,17
170932,Llers,17
170947,Llívia,17
170950,LloretdeMar,17
170963,Llosses,les,17
170979,Madremanya,17
170985,MaiàdeMontcal,17
170998,Meranges,17
171002,Masarac,17
171019,Massanes,17
171024,MaçanetdeCabrenys,17
171030,MaçanetdelaSelva,17
171058,Mieres,17
171061,MolletdePeralada,17
171077,Molló,17
171096,MontagutiOix,17
171100,Mont-ras,17
171117,Navata,17
171122,Ogassa,17
171143,Olot,17
171156,Ordis,17
171169,Osor,17
171175,Palafrugell,17
171181,Palamós,17
171194,PalaudeSantaEulàlia,17
171208,Palau-saverdera,17
171215,Palau-sator,17
171236,PaloldeRevardit,17
171241,Pals,17
171254,Pardines,17
171267,Parlavà,17
171289,Pau,17
171292,PedretiMarzà,17
171306,Pera,la,17
171328,Peralada,17
171334,PlanesdHostoles,les,17
171349,Planoles,17
171352,PontdeMolins,17
171365,Pontós,17
171371,Porqueres,17
171387,Portbou,17
171390,Preses,les,17
171404,PortdelaSelva,el,17
171411,Puigcerdà,17
171426,Quart,17
171432,Rabós,17
171447,Regencós,17
171450,RibesdeFreser,17
171463,RiellsiViabrea,17
171479,Ripoll,17
171485,Riudarenes,17
171498,Riudaura,17
171501,RiudellotsdelaSelva,17
171518,Riumors,17
171523,Roses,17
171539,Rupià,17
171544,SalesdeLlierca,17
171557,Salt,17
171576,SantAndreuSalou,17
171582,SantClimentSescebes,17
171595,SantFeliudeBuixalleu,17
171609,SantFeliudeGuíxols,17
171616,SantFeliudePallerols,17
171621,SantFerriol,17
171637,SantGregori,17
171642,SantHilariSacalm,17
171655,SantJaumedeLlierca,17
171668,SantJordiDesvalls,17
171674,SantJoandelesAbadesses,17
171680,SantJoandeMollet,17
171693,SantJuliàdeRamis,17
171707,VallfogonadeRipollès,17
171714,SantLlorençdelaMuga,17
171729,SantMartídeLlémena,17
171735,SantMartíVell,17
171740,SantMiqueldeCampmajor,17
171753,SantMiqueldeFluvià,17
171766,SantMori,17
171772,SantPaudeSegúries,17
171788,SantPerePescador,17
171805,SantaColomadeFarners,17
171812,SantaCristinadAro,17
171827,SantaLlogaiadÀlguema,17
171833,SantAnioldeFinestres,17
171848,SantaPau,17
171851,SantJoanlesFonts,17
171864,SarriàdeTer,17
171870,Saus,CamalleraiLlampaies,17
171886,SelvadeMar,la,17
171899,CelleradeTer,la,17
171903,Serinyà,17
171910,SerradeDaró,17
171925,Setcases,17
171931,Sils,17
171946,Susqueda,17
171959,TalladadEmpordà,la,17
171962,Terrades,17
171978,Torrent,17
171984,TorroelladeFluvià,17
171997,TorroelladeMontgrí,17
172001,Tortellà,17
172018,Toses,17
172023,TossadeMar,17
172039,Ultramort,17
172044,Ullà,17
172057,Ullastret,17
172060,Urús,17
172076,ValldenBas,la,17
172082,ValldeBianya,la,17
172095,Vall-llobrega,17
172109,Ventalló,17
172116,Verges,17
172121,Vidrà,17
172137,Vidreres,17
172142,Vilabertran,17
172155,Vilablareix,17
172168,Viladasens,17
172174,Viladamat,17
172180,Vilademuls,17
172207,Viladrau,17
172214,Vilafant,17
172229,Vilaür,17
172235,Vilajuïga,17
172240,VilallongadeTer,17
172253,Vilamacolum,17
172266,Vilamalla,17
172272,Vilamaniscle,17
172288,Vilanant,17
172305,Vila-sacra,17
172327,Vilopriu,17
172333,VilobídOnyar,17
172348,Biure,17
179011,Cruïlles,MonellsiSantSadurnídelHeura,17
179026,Forallac,17
179032,SantJuliàdelLloriBonmatí,17
180016,Agrón,18
180021,Alamedilla,18
180037,Albolote,18
180042,Albondón,18
180055,Albuñán,18
180068,Albuñol,18
180074,Albuñuelas,18
180107,Aldeire,18
180114,Alfacar,18
180129,Algarinejo,18
180135,AlhamadeGranada,18
180140,Alhendín,18
180153,AlicúndeOrtega,18
180166,Almegíjar,18
180172,Almuñécar,18
180188,Alquife,18
180205,ArenasdelRey,18
180212,Armilla,18
180227,Atarfe,18
180233,Baza,18
180248,BeasdeGranada,18
180251,BeasdeGuadix,18
180270,Benalúa,18
180286,BenalúadelasVillas,18
180299,Benamaurel,18
180303,Bérchules,18
180325,Bubión,18
180331,Busquístar,18
180346,Cacín,18
180359,Cádiar,18
180362,Cájar,18
180378,Calicasas,18
180384,Campotéjar,18
180397,Caniles,18
180401,Cáñar,18
180423,Capileira,18
180439,Carataunas,18
180444,Cástaras,18
180457,Castilléjar,18
180460,Castril,18
180476,CenesdelaVega,18
180482,Cijuela,18
180495,CogollosdeGuadix,18
180508,CogollosdelaVega,18
180515,Colomera,18
180536,CortesdeBaza,18
180541,CortesyGraena,18
180567,Cúllar,18
180573,CúllarVega,18
180592,Chauchina,18
180613,Chimeneas,18
180628,ChurrianadelaVega,18
180634,Darro,18
180649,DehesasdeGuadix,18
180652,DehesasViejas,18
180665,Deifontes,18
180671,Diezma,18
180687,Dílar,18
180690,Dólar,18
180704,Dúdar,18
180711,Dúrcal,18
180726,Escúzar,18
180747,Ferreira,18
180763,Fonelas,18
180779,Fornes,18
180785,Freila,18
180798,FuenteVaqueros,18
180824,Galera,18
180830,Gobernador,18
180845,Gójar,18
180858,Gor,18
180861,Gorafe,18
180877,Granada,18
180883,Guadahortuna,18
180896,Guadix,18
180938,Gualchos,18
180943,GüéjarSierra,18
180956,Güevéjar,18
180969,Huélago,18
180975,Huéneja,18
180981,Huéscar,18
180994,HuétordeSantillán,18
181008,HuétorTájar,18
181015,HuétorVega,18
181020,Íllora,18
181036,Ítrabo,18
181054,Iznalloz,18
181067,Játar,18
181073,Jayena,18
181089,JérezdelMarquesado,18
181092,Jete,18
181113,Jun,18
181128,Juviles,18
181149,Calahorra,La,18
181152,Láchar,18
181165,Lanjarón,18
181171,Lanteira,18
181190,Lecrín,18
181204,Lentegí,18
181211,Lobras,18
181226,Loja,18
181232,Lugros,18
181247,Lújar,18
181263,Malahá,La,18
181279,Maracena,18
181285,Marchal,18
181324,Moclín,18
181330,Molvízar,18
181345,Monachil,18
181358,Montefrío,18
181361,Montejícar,18
181377,Montillana,18
181383,MoraledadeZafayona,18
181400,Motril,18
181417,Murtas,18
181438,Nigüelas,18
181443,Nívar,18
181456,Ogíjares,18
181469,Orce,18
181475,Órgiva,18
181481,Otívar,18
181494,VilladeOtura,18
181507,Padul,18
181514,Pampaneira,18
181529,PedroMartínez,18
181535,Peligros,18
181540,Peza,La,18
181572,PinosGenil,18
181588,PinosPuente,18
181591,Píñar,18
181612,Polícar,18
181627,Polopos,18
181633,Pórtugos,18
181648,PuebladeDonFadrique,18
181651,Pulianas,18
181670,Purullena,18
181686,Quéntar,18
181703,Rubite,18
181710,Salar,18
181731,Salobreña,18
181746,SantaCruzdelComercio,18
181759,SantaFe,18
181762,Soportújar,18
181778,Sorvilán,18
181784,Torre-Cardela,18
181797,Torvizcón,18
181801,Trevélez,18
181818,Turón,18
181823,Ugíjar,18
181839,Válor,18
181844,VélezdeBenaudalla,18
181857,VentasdeHuelma,18
181876,VillanuevadelasTorres,18
181882,VillanuevaMesía,18
181895,Víznar,18
181921,Zafarraya,18
181937,Zubia,La,18
181942,Zújar,18
189017,Taha,La,18
189022,Valle,El,18
189038,Nevada,18
189043,AlpujarradelaSierra,18
189056,Gabias,Las,18
189069,Guájares,Los,18
189075,ValledelZalabí,18
189081,Villamena,18
189094,Morelábor,18
189108,Pinar,El,18
189115,VegasdelGenil,18
189120,CuevasdelCampo,18
189136,Zagra,18
189141,Valderrubio,18
189154,DomingoPérezdeGranada,18
189167,TorrenuevaCosta,18
190019,Abánades,19
190024,Ablanque,19
190030,Adobes,19
190045,Alaminos,19
190058,Alarilla,19
190061,AlbalatedeZorita,19
190077,Albares,19
190083,Albendiego,19
190096,Alcocer,19
190100,AlcoleadelasPeñas,19
190117,AlcoleadelPinar,19
190138,Alcoroches,19
190156,AldeanuevadeGuadalajara,19
190169,AlgardeMesa,19
190175,Algora,19
190181,Alhóndiga,19
190194,Alique,19
190208,Almadrones,19
190215,Almoguera,19
190220,AlmonaciddeZorita,19
190236,Alocén,19
190241,Alovera,19
190273,Alustante,19
190313,Angón,19
190328,Anguita,19
190334,AnqueladelDucado,19
190349,AnqueladelPedregal,19
190365,Aranzueque,19
190371,Arbancón,19
190387,Arbeteta,19
190390,Argecilla,19
190404,Armallones,19
190411,ArmuñadeTajuña,19
190426,ArroyodelasFraguas,19
190432,Atanzón,19
190447,Atienza,19
190450,Auñón,19
190463,AzuquecadeHenares,19
190479,Baides,19
190485,BañosdeTajo,19
190498,Bañuelos,19
190501,Barriopedro,19
190518,Berninches,19
190523,Bodera,La,19
190539,Brihuega,19
190544,Budia,19
190557,Bujalaro,19
190576,Bustares,19
190582,CabanillasdelCampo,19
190595,CampillodeDueñas,19
190609,CampillodeRanas,19
190616,Campisábalos,19
190642,Canredondo,19
190655,Cantalojas,19
190668,Cañizar,19
190674,CardosodelaSierra,El,19
190707,CasadeUceda,19
190714,Casar,El,19
190735,CasasdeSanGalindo,19
190740,Caspueñas,19
190753,CastejóndeHenares,19
190766,CastellardelaMuela,19
190788,Castilforte,19
190791,Castilnuevo,19
190805,CendejasdeEnmedio,19
190812,CendejasdelaTorre,19
190827,Centenera,19
190864,Cifuentes,19
190870,Cincovillas,19
190886,Ciruelas,19
190899,CiruelosdelPinar,19
190903,Cobeta,19
190910,Cogollor,19
190925,Cogolludo,19
190959,CondemiosdeAbajo,19
190962,CondemiosdeArriba,19
190978,Congostrina,19
190984,Copernal,19
190997,Corduente,19
191023,CubillodeUceda,El,19
191039,Checa,19
191044,Chequilla,19
191057,Chiloeches,19
191060,ChillaróndelRey,19
191076,Driebes,19
191082,Durón,19
191095,Embid,19
191109,Escamilla,19
191116,Escariche,19
191121,Escopete,19
191137,EspinosadeHenares,19
191142,Esplegares,19
191155,Establés,19
191168,Estriégana,19
191174,Fontanar,19
191180,Fuembellida,19
191193,Fuencemillán,19
191207,FuentelahigueradeAlbatages,19
191214,Fuentelencina,19
191229,Fuentelsaz,19
191235,Fuentelviejo,19
191240,Fuentenovilla,19
191253,Gajanejos,19
191266,Galápagos,19
191272,GalvedeSorbe,19
191291,GascueñadeBornova,19
191305,Guadalajara,19
191327,Henche,19
191333,HerasdeAyuso,19
191348,Herrería,19
191351,Hiendelaencina,19
191364,Hijes,19
191386,Hita,19
191399,Hombrados,19
191425,Hontoba,19
191431,Horche,19
191459,HortezueladeOcén,19
191462,Huerce,La,19
191478,HuérmecesdelCerro,19
191484,Huertahernando,19
191500,Hueva,19
191517,Humanes,19
191522,Illana,19
191538,Iniéstola,19
191543,Inviernas,Las,19
191556,Irueste,19
191569,Jadraque,19
191575,Jirueque,19
191594,Ledanca,19
191608,LorancadeTajuña,19
191615,Lupiana,19
191620,Luzaga,19
191636,Luzón,19
191654,Majaelrayo,19
191667,MálagadelFresno,19
191673,Malaguilla,19
191689,Mandayona,19
191692,Mantiel,19
191706,Maranchón,19
191713,Marchamalo,19
191728,MasegosodeTajuña,19
191734,Matarrubia,19
191749,Matillas,19
191752,Mazarete,19
191765,Mazuecos,19
191771,Medranda,19
191787,Megina,19
191790,Membrillera,19
191811,MiedesdeAtienza,19
191826,Mierla,La,19
191832,Milmarcos,19
191847,Millana,19
191850,Miñosa,La,19
191863,Mirabueno,19
191879,Miralrío,19
191885,Mochales,19
191898,Mohernando,19
191902,MolinadeAragón,19
191919,Monasterio,19
191924,Mondéjar,19
191930,Montarrón,19
191945,MoratilladelosMeleros,19
191958,Morenilla,19
191961,Muduex,19
191977,NavasdeJadraque,Las,19
191983,Negredo,19
191996,Ocentejo,19
192000,Olivar,El,19
192017,OlmedadeCobeta,19
192022,OlmedadeJadraque,La,19
192038,Ordial,El,19
192043,Orea,19
192081,PálmacesdeJadraque,19
192094,Pardos,19
192108,ParedesdeSigüenza,19
192115,Pareja,19
192120,Pastrana,19
192136,Pedregal,El,19
192141,Peñalén,19
192154,Peñalver,19
192167,PeralejosdelasTruchas,19
192173,Peralveche,19
192189,PinilladeJadraque,19
192192,PinilladeMolina,19
192206,Pioz,19
192213,Piqueras,19
192228,PobodeDueñas,El,19
192234,PovedadelaSierra,19
192249,PozodeAlmoguera,19
192252,PozodeGuadalajara,19
192265,PrádenadeAtienza,19
192271,PradosRedondos,19
192287,PuebladeBeleña,19
192290,PuebladeValles,19
192304,Quer,19
192311,RebollosadeJadraque,19
192326,Recuenco,El,19
192332,Renera,19
192347,Retiendas,19
192350,RibadeSaelices,19
192379,RillodeGallo,19
192385,RiofríodelLlano,19
192398,RobledillodeMohernando,19
192402,RobledodeCorpes,19
192419,RomanillosdeAtienza,19
192424,Romanones,19
192430,RuedadelaSierra,19
192445,Sacecorbo,19
192458,Sacedón,19
192461,SaelicesdelaSal,19
192477,Salmerón,19
192483,SanAndrésdelCongosto,19
192496,SanAndrésdelRey,19
192509,Santiuste,19
192516,Saúca,19
192521,Sayatón,19
192542,Selas,19
192555,Setiles,19
192568,Sienes,19
192574,Sigüenza,19
192580,SolanillosdelExtremo,19
192593,Somolinos,19
192607,Sotillo,El,19
192614,Sotodosos,19
192629,Tamajón,19
192635,Taragudo,19
192640,Taravilla,19
192653,Tartanedo,19
192666,Tendilla,19
192672,Terzaga,19
192688,Tierzo,19
192691,Toba,La,19
192705,Tordelrábano,19
192712,Tordellego,19
192727,Tordesilos,19
192748,Torija,19
192770,TorrecuadradadeMolina,19
192786,Torrecuadradilla,19
